Fund Name,Currency,Risk Rating,Cash,CPFIS-OA,CPFIS-SA,SRS,Management Fee,Annual Expense Ratio,Fund Size(million),Initial,Subsequent,Indicated Gross <br\/> Dividend Yield* (%),Cash Investment,Frequency,FSM Sales Charge
JPMorgan Funds - China A (acc) SGD,SGD,9,Y,N,N,Y,1.50%,1.80%,USD 6108.90,1000,500,,,,0
LionGlobal Multi Income SGD,SGD,6,Y,N,N,Y,1.25%,1.94%,SGD 15.50,5000,200,3.43%,Payout,H,0
FTIF - Templeton Latin America A Acc SGD,SGD,9,Y,N,N,Y,1.40%,2.29%,USD 728.00,1000,100,,,,0
Natixis DNCA Emerging Europe Equity RA USD,USD,9,Y,N,N,N,1.47%,1.70%,USD 39.70,1000,100,,,,0
DWS Global Themes Equity A SGD,SGD,7,Y,N,N,Y,1.30%,1.65%,SGD 13.13,1000,100,,,,0
Cash Fund,SGD,0,Y,N,N,Y,0.32%,0.35%,SGD 126.60,500,500,,,,0
PIMCO Global High Yield Bond Fund Cl M Inc USD,USD,4,Y,N,N,Y,1.45%,1.45%,USD 5500.00,1000,100,3.13%,Payout,M,0
Schroder ISF Global Target Return A Acc SGD-H,SGD,6,Y,N,N,Y,1.25%,1.58%,USD 204.81,1000,100,,,,0
FTIF - Franklin Global Multi-Asset Income A (Mdis) USD-H1,USD,6,Y,N,N,N,0.85%,1.72%,EUR 146.00,1000,100,3.55%,Payout,M,0
JPMorgan Investment Funds - Global Income A (irc) SGD-H,SGD,5,Y,N,N,Y,1.25%,1.43%,USD 28023.80,1000,100,5.02%,Payout,M,0
JPMorgan Investment Funds - Global Income A (irc) USD-H,USD,5,Y,N,N,Y,1.25%,1.42%,USD 28023.80,1000,100,4.99%,Payout,M,0
United Global Durable Equities Fund Dis SGD,SGD,7,Y,N,N,Y,1.75%,2.12%,SGD 236.82,1000,100,5.40%,Payout,M,0
United Global Durable Equities Fund Dis USD,USD,7,Y,N,N,N,1.75%,2.12%,USD 178.45,1000,100,5.41%,Payout,M,0
Blackrock Emerging Markets Local Currency Bond A6 GBP-H,GBP,5,Y,N,N,Y,1.00%,1.29%,USD 2446.31,1000,100,6.09%,Reinvest,M,0
Blackrock Emerging Markets Local Currency Bond A6 SGD-H,SGD,5,Y,N,N,Y,1.00%,1.29%,USD 2446.31,1000,100,6.08%,Reinvest,M,0
Blackrock Emerging Markets Local Currency Bond A6 USD,USD,5,Y,N,N,Y,1.00%,1.29%,USD 2446.31,1000,100,6.03%,Reinvest,M,0
Blackrock Emerging Markets Local Currency Bond A8 AUD-H,AUD,5,Y,N,N,Y,1.00%,1.29%,USD 2446.31,1000,100,5.02%,Reinvest,M,0
Blackrock China Flexible Equity A2 USD,USD,9,Y,N,N,Y,1.50%,1.88%,USD 30.08,1000,100,,,,0
Blackrock Fixed Income Global Opportunities A2 GBP-H,GBP,4,Y,N,N,Y,1.00%,1.22%,USD 10399.00,1000,100,,,,0
Fidelity America SR-ACC-SGD (CPF),SGD,8,N,Y,N,N,1.30%,1.69%,USD 2240.00,1000,100,,,,0
Fidelity European Growth A-ACC-USD (hedged),USD,8,Y,N,N,N,1.50%,1.89%,EUR 6370.00,1000,100,,,,0
Fidelity India Focus A-SGD,SGD,9,Y,N,N,N,1.50%,1.94%,USD 1894.00,1000,100,,,,0
Threadneedle UK Equity Income Class 1 Acc GBP,GBP,9,Y,N,N,N,1.50%,,GBP 4125.60,1000,100,,,,0
Fidelity Global Inflation-linked Bond A-ACC-EUR (hedged),EUR,2,Y,N,N,N,0.50%,0.70%,USD 1756.00,1000,100,,,,0
Threadneedle (Lux) Global Multi Asset Income AU Acc USD,USD,6,Y,N,N,Y,1.25%,1.55%,USD 187.00,1000,100,,,,0
Allianz All China Eq Cl AT Acc USD,USD,9,Y,N,N,Y,2.25%,2.30%,USD 1607.63,1000,100,,,,0
Fidelity Global Financial Services A-ACC-SGD,SGD,10,Y,N,N,N,1.50%,1.91%,EUR 640.00,1000,100,,,,0
Fidelity Asian High Yield A-ACC-EUR,EUR,5,Y,N,N,N,1.00%,1.39%,USD 5054.00,1000,100,,,,0
Fidelity Italy A-EUR,EUR,9,Y,N,N,N,1.50%,1.92%,EUR 243.00,1000,100,0.27%,Reinvest,Y,0
Aberdeen Standard SICAV I - Australian Dollar Income Bond A MIncA SGD-H,SGD,3,Y,N,N,Y,0.60%,0.84%,AUD 86.90,1000,100,2.85%,Payout,M,0
FTIF - Franklin Technology A (acc) SGD-H1,SGD,10,Y,N,N,Y,1.00%,1.80%,USD 8510.00,1000,100,,,,0
Fidelity Greater China A-SGD,SGD,8,Y,N,N,Y,1.50%,1.93%,USD 1162.00,1000,100,0.12%,Payout,Y,0
FTIF - Templeton Global A Acc USD,USD,7,Y,N,N,N,1.00%,1.85%,USD 785.00,1000,100,,,,0
BNP Paribas Aqua Classic Cap EUR,EUR,9,Y,N,N,N,1.75%,2.22%,EUR 2403.00,1000,100,,,,0
Fidelity International A-ACC-SGD,SGD,7,Y,N,N,N,1.50%,1.89%,USD 1900.00,1000,100,,,,0
Fidelity World A-ACC-SGD,SGD,7,Y,N,N,N,1.50%,1.89%,USD 4668.00,1000,100,,,,0
HGIF - India Fixed Income AM2 USD,USD,5,Y,N,N,N,1.10%,1.45%,USD 916.47,1000,100,5.74%,Payout,M,0
HGIF - India Fixed Income AM3O SGD,SGD,5,Y,N,N,Y,1.10%,1.47%,USD 916.47,1000,100,5.55%,Payout,M,0
Blackrock Global Corporate Bond A3 GBP-H,GBP,3,Y,N,N,Y,0.90%,1.12%,USD 2144.61,1000,100,1.05%,Reinvest,M,0
Legg Mason QS - MV European Equity Growth and Income A Mdis SGD-H Plus,SGD,8,Y,N,N,N,1.35%,1.84%,EUR 33.64,1000,100,4.42%,Reinvest,M,0
Amundi Funds Emerging Markets Blended Bond A2 (C) EUR,EUR,5,Y,N,N,N,1.30%,1.65%,EUR 2896.90,1000,100,,,,0
Amundi Funds Emerging Markets Blended Bond A2 (C) SGD-H,SGD,5,Y,N,N,N,1.30%,1.65%,EUR 2896.90,1000,100,,,,0
Amundi Funds Emerging Markets Blended Bond A2 (MD) USD-H,USD,5,Y,N,N,N,1.30%,1.65%,EUR 2896.90,1000,100,,Payout,M,0
Fidelity Global Consumer Industries A-ACC-USD,USD,10,Y,N,N,N,1.50%,1.90%,EUR 1339.00,1000,100,,,,0
Fidelity China High Yield A-MINCOME(G)-SGD (hedged),SGD,6,Y,N,N,N,1.20%,1.61%,USD 2009.00,1000,100,8.38%,Payout,M,0
Fidelity Global Multi Asset Income A-MINCOME(G)-SGD (SGD/USD Hedged),SGD,6,Y,N,N,Y,1.25%,1.68%,USD 10374.00,1000,100,4.41%,Payout,M,0
Natixis Harris Associates US Equity RA USD,USD,8,Y,N,N,N,1.88%,1.95%,USD 428.70,1000,100,,,,0
Blackrock Dynamic High Income A6 EUR-H,EUR,8,Y,N,N,Y,1.50%,1.76%,USD 3098.74,1000,100,6.11%,Reinvest,M,0
Fidelity Asian Smaller Companies A-ACC-USD,USD,10,Y,N,N,N,1.50%,1.93%,USD 919.00,1000,100,,,,0
Fidelity Asian Smaller Companies A-EUR,EUR,10,Y,N,N,N,1.50%,1.93%,USD 919.00,1000,100,1.49%,Reinvest,Y,0
JPMorgan Funds - Total Emerging Markets Income A (mth) USD,USD,6,Y,N,N,Y,1.25%,1.55%,USD 369.80,1000,100,4.03%,Payout,M,0
Fidelity European Multi Asset Income A-EUR,EUR,6,Y,N,N,N,1.00%,1.41%,EUR 561.00,1000,100,1.49%,Reinvest,Y,0
Blackrock China Fund A4 GBP-H,GBP,9,Y,N,N,Y,1.50%,1.85%,USD 1311.10,1000,100,,Reinvest,Y,0
Natixis Ostrum Euro High Income RD SGD-H,SGD,4,Y,N,N,N,1.24%,1.30%,EUR 301.70,1500,100,2.31%,Payout,Q,0
BNP Paribas Global Environment Classic Cap SGD,SGD,8,Y,N,N,N,1.75%,2.22%,EUR 2548.00,1000,100,,,,0
BNP Paribas Global Environment Classic RH MD Dis SGD,SGD,8,Y,N,N,N,1.75%,2.22%,EUR 2548.00,1000,100,1.97%,Payout,M,0
Blackrock Emerging Markets Bond A8 AUD-H,AUD,5,Y,N,N,Y,1.25%,1.47%,USD 1734.04,1000,100,3.92%,Reinvest,M,0
Neuberger Berman Strategic Income A MDis AUD,AUD,3,Y,N,N,Y,1.00%,1.18%,USD 1254.07,1000,100,4.10%,Payout,M,0
Allianz Global Floating Rate Notes Plus Cl AT Acc USD,USD,3,Y,N,N,Y,0.55%,0.59%,USD 333.96,1000,100,,,,0
United Income Focus Trust Dis USD,USD,6,Y,N,N,N,1.25%,1.55%,USD 1024.78,1000,100,5.71%,Payout,M,0
Neuberger Berman Emerging Markets Equity A Acc USD,USD,9,Y,N,N,Y,2.00%,2.29%,USD 538.65,1000,100,,,,0
Schroder ISF Global Target Return A Dis USD,USD,6,Y,N,N,N,1.25%,1.55%,USD 204.81,1000,100,5.02%,Payout,M,0
Fidelity Global Technology A-ACC SGD,SGD,10,Y,N,N,N,1.50%,1.89%,EUR 9779.00,1000,100,,,,0
United High Grade Corporate Bond A Acc SGD-H,SGD,3,Y,N,N,Y,0.80%,1.20%,SGD 56.28,1000,100,,,,0
Aberdeen Standard Japan Equity SGD,SGD,8,Y,N,N,Y,1.50%,1.75%,SGD 9.10,1000,100,,,,0
Nikko AM Global Dividend Equity Acc SGD-H,SGD,7,Y,N,N,Y,1.50%,1.71%,USD 70.62,1000,100,,,,0
JPMorgan Investment Funds - Global Macro Opportunities A (acc) EUR,EUR,10,Y,N,N,Y,1.25%,1.44%,USD 5851.20,1000,100,,,,0
JPMorgan Investment Funds - Global Macro Opportunities A (acc) USD-H,USD,10,Y,N,N,Y,1.25%,1.45%,USD 5851.20,1000,100,,,,0
Fidelity Global Multi Asset Income A-MINCOME(G)-USD,USD,6,Y,N,N,N,1.25%,1.68%,USD 10374.00,1000,100,4.36%,Payout,M,0
Fidelity China Focus A-GBP,GBP,9,Y,N,N,N,1.50%,1.91%,USD 2480.00,1000,100,1.32%,Reinvest,Y,0
Schroder ISF Global Multi-Asset Income A Dis USD,USD,5,Y,N,N,N,1.25%,1.55%,USD 2103.39,1000,100,5.02%,Payout,M,0
PineBridge Asia ex Japan Small Cap Equity A5CP SGD,SGD,10,Y,Y,N,Y,1.00%,1.71%,USD 2236.20,1000,100,,,,0
Aberdeen Standard SICAV I - Select Emerging Market Bond A MInc USD,USD,5,Y,N,N,N,1.50%,1.71%,USD 1100.00,1000,100,3.74%,Payout,M,0
Aberdeen Standard SICAV I - Indian Bond A MInc USD,USD,5,Y,N,N,N,1.00%,1.30%,USD 224.90,1000,100,4.93%,Payout,M,0
United Asian High Yield Bond Fund A Acc SGD-H,SGD,5,Y,N,N,Y,1.25%,1.48%,SGD 284.71,1000,100,,,,0
United Asian High Yield Bond Fund A Dis SGD-H,SGD,5,Y,N,N,Y,1.25%,1.49%,SGD 284.71,1000,100,7.09%,Payout,M,0
Fidelity Global Multi Asset Tactical Defensive A-ACC-SGD,SGD,10,Y,N,N,N,1.15%,1.58%,SGD 155.00,1000,100,,,,0
FTIF - Templeton Emerging Markets Small Companies A (Ydis) USD,USD,10,Y,N,N,N,1.60%,2.47%,USD 523.00,1000,100,,Reinvest,Y,0
First Eagle Amundi International AHS-MD SGD-H,SGD,7,Y,N,N,N,2.00%,2.20%,USD 6904.33,1000,100,3.95%,Payout,M,0
Janus Henderson Global Technology SGD,SGD,10,Y,N,N,Y,0.13%,2.18%,USD 4060.00,1000,100,,,,0
Aberdeen Standard Malaysian Equity SGD,SGD,9,Y,Y,N,Y,1.50%,1.75%,SGD 30.50,1000,100,,,,0
Legg Mason Western Asset - Global High Yield A Mdis SGD-H Plus,SGD,4,Y,N,N,N,1.25%,1.55%,USD 104.00,1000,100,4.88%,Reinvest,M,0
PineBridge Emerging Europe Equity A USD,USD,9,Y,N,N,Y,1.30%,2.68%,USD 8.90,1000,100,,,,0
JPMorgan Investment Funds - Global Macro Opportunities A (acc) SGD-H,SGD,10,Y,N,N,Y,1.25%,1.45%,USD 5851.20,1000,100,,,,0
Blackrock Global Multi-Asset Income A8 NZD-H,NZD,5,Y,N,N,Y,1.50%,1.78%,USD 6747.31,1000,100,4.36%,Reinvest,M,0
Schroder ISF Emerging Multi-Asset Income A Acc USD,USD,6,Y,N,N,N,1.25%,1.57%,USD 297.63,1000,100,,,,0
Schroder ISF Emerging Multi-Asset Income A Dis USD,USD,6,Y,N,N,N,1.25%,1.57%,USD 297.63,1000,100,,Payout,M,0
Schroder ISF Emerging Multi-Asset Income A Dis AUD-H,AUD,6,Y,N,N,N,1.25%,1.60%,USD 310.15,1000,100,,Payout,M,0
Schroder ISF Emerging Multi-Asset Income A Dis SGD-H,SGD,6,Y,N,N,Y,1.25%,1.60%,USD 310.15,1000,100,4.05%,Payout,M,0
Allianz Global Floating Rate Notes Plus Cl AMg Dis USD,USD,3,Y,N,N,Y,0.55%,0.58%,USD 333.96,1000,100,2.60%,Payout,M,0
LionGlobal New Wealth Series - LionGlobal SGD Enhanced Liquidity A Acc SGD,SGD,1,Y,N,N,Y,0.35%,0.53%,SGD 399.71,1000,100,,,,0
LionGlobal New Wealth Series - LionGlobal All Seasons Fund (Standard) Cl Acc SGD,SGD,5,Y,N,N,Y,0.25%,0.49%,SGD 42.70,100,100,,,,0
Legg Mason ClearBridge Infrastructure Value A SGD-H (mdis) plus,SGD,10,Y,N,N,N,1.50%,1.94%,USD 713.00,1000,100,3.14%,Payout,M,0
Maybank Asian Income Fund A Acc USD,USD,4,Y,N,N,N,1.00%,1.23%,null 176.50,1000,100,,,,0
Nikko AM Shenton Global Opportunities SGD,SGD,7,Y,Y,N,Y,1.25%,1.55%,USD 139.91,1000,100,,,,0
Legg Mason Western Asset - Asian Opportunities A Mdis SGD Plus,SGD,4,Y,N,N,N,1.10%,1.34%,USD 631.00,1000,100,4.21%,Reinvest,M,0
Legg Mason ClearBridge - US Large Cap Growth A Acc USD,USD,8,Y,N,N,N,1.25%,1.69%,USD 1859.00,1000,100,,,,0
Threadneedle (Lux) Global Multi Asset Income AUP Inc USD,USD,6,Y,N,N,Y,1.25%,1.55%,USD 187.00,1000,100,4.97%,Payout,Q,0
Fidelity Global Demographics A-ACC-SGD,SGD,7,Y,N,N,N,1.50%,1.92%,USD 1163.00,1000,100,,,,0
Fidelity Global Demographics A-ACC-SGD (SGD/USD hedged),SGD,7,Y,N,N,N,1.50%,1.92%,USD 1163.00,1000,100,,,,0
Neuberger Berman Global Equity Index Putwrite A MDis SGD,SGD,10,Y,N,N,Y,1.30%,1.50%,USD 38.85,1000,100,4.11%,Payout,M,0
Neuberger Berman Global Equity Index Putwrite A Acc USD,USD,10,Y,N,N,Y,1.30%,1.50%,USD 25.26,1000,100,,,,0
Aberdeen Standard SICAV I - Select Emerging Market Bond Fund A Acc USD,USD,5,Y,N,N,N,1.50%,1.71%,USD 1100.00,1000,100,,,,0
FTIF - Templeton Global Income A Qdis USD,USD,6,Y,N,N,N,0.85%,1.70%,USD 505.00,1000,100,2.87%,Payout,Q,0
Allianz Global Floating Rate Notes Plus Cl AT Acc H2-SGD,SGD,3,Y,N,N,Y,0.55%,0.58%,USD 333.96,1000,100,,,,0
Aberdeen Standard SICAV I - Emerging Market Corporate Bond A MInc USD,USD,5,Y,N,N,N,1.50%,1.70%,USD 1800.00,1000,100,2.94%,Payout,M,0
Aberdeen Standard SICAV I - Emerging Market Corporate Bond A Acc USD,USD,5,Y,N,N,N,1.50%,1.70%,USD 1800.00,1000,100,,,,0
Aberdeen Standard SICAV I - Asia Pacific Multi Asset A Acc USD,USD,7,Y,N,N,N,1.30%,1.59%,USD 46.50,1000,100,,,,0
Legg Mason Martin Currie - Global Emerging Markets A Acc USD,USD,9,Y,N,N,N,1.50%,1.99%,USD 50.37,1000,100,,,,0
United Global Durable Equities Fund Acc USD,USD,7,Y,N,N,N,1.75%,2.11%,USD 178.45,1000,100,,,,0
United Asian Growth Opportunities SGD,SGD,10,Y,N,N,Y,1.25%,2.17%,SGD 7.99,1000,100,,,,0
Aberdeen Standard India Opportunities SGD,SGD,9,Y,Y,N,Y,1.50%,1.75%,SGD 714.30,1000,100,,,,0
Schroder ISF Asian Dividend Maximiser A Dis AUD,AUD,8,Y,N,N,N,1.50%,1.90%,USD 257.63,1000,100,7.06%,Payout,M,0
JPMorgan Funds - China A-Share Opportunities A (acc) USD,USD,9,Y,N,N,Y,1.50%,1.80%,USD 6315.20,1000,100,,,,0
JPMorgan Funds - China A-Share Opportunities A (acc) SGD,SGD,9,Y,N,N,Y,1.50%,1.80%,USD 6315.20,1000,100,,,,0
Neuberger Berman US Equity Index Putwrite A MDis SGD,SGD,10,Y,N,N,Y,1.20%,1.35%,USD 232.11,1000,100,3.99%,Payout,M,0
Neuberger Berman US Equity Index Putwrite A Acc USD,USD,10,Y,N,N,Y,1.20%,1.36%,USD 232.11,1000,100,,,,0
Fidelity China High Yield A-MINCOME(G)-USD (hedged),USD,6,Y,N,N,N,1.20%,1.61%,USD 2009.00,1000,100,8.17%,Payout,M,0
Fidelity Global Demographics A-ACC-USD,USD,7,Y,N,N,N,1.50%,1.92%,USD 1163.00,1000,100,,,,0
First Sentier Bridge A MDIS SGD,SGD,6,Y,N,N,Y,1.25%,1.44%,SGD 3422.80,1000,100,4.07%,Reinvest,M,0
United ASEAN Fund SGD,SGD,9,Y,N,N,Y,1.00%,1.24%,SGD 59.89,500,100,,,,0
United SGD Plus Fund Cl A Dis USD-H,USD,3,Y,N,N,N,0.90%,1.41%,USD 47.78,1000,100,4.28%,Payout,M,0
Schroder ISF Global Target Return A Dis SGD-H,SGD,6,Y,N,N,Y,1.25%,1.58%,USD 204.81,1000,100,5.02%,Payout,M,0
Allianz Global High Payout USD,USD,8,Y,Y,N,N,1.40%,1.66%,USD 54.20,1000,100,4.84%,Payout,H,0
Blackrock Asia Pacific Equity Income A8 AUD-H,AUD,8,Y,N,N,Y,1.50%,1.85%,USD 215.94,1000,100,1.61%,Reinvest,M,0
Allianz Global Artificial Intelligence AT Acc EUR,EUR,10,Y,N,N,Y,1.75%,2.10%,USD 8925.25,1000,100,,,,0
Allianz Income and Growth Cl AMg2 DIS USD,USD,7,Y,N,N,Y,1.25%,1.55%,USD 30420.56,1000,100,3.95%,Payout,M,0
United Asian Bond Fund A Dis SGD-H,SGD,4,Y,N,N,Y,1.10%,1.30%,SGD 105.83,1000,100,4.08%,Payout,M,0
Fidelity Euro Blue Chip A-ACC-USD (hedged),USD,8,Y,N,N,N,1.50%,1.92%,EUR 324.00,1000,100,,,,0
LionGlobal Disruptive Innovation Fund A SGD,SGD,10,Y,N,N,Y,1.00%,1.29%,USD 51.10,100,100,,,,0
LionGlobal Disruptive Innovation Fund A USD,USD,10,Y,N,N,N,1.00%,1.29%,USD 51.10,100,100,,,,0
LionGlobal Disruptive Innovation Fund I SGD,SGD,10,Y,N,N,Y,0.68%,0.97%,USD 51.10,100000,100,,,,0
LionGlobal Disruptive Innovation Fund I USD,USD,10,Y,N,N,N,0.68%,0.97%,USD 51.10,100000,100,,,,0
Fidelity China Consumer A-ACC-AUD (hedged),AUD,9,Y,N,N,N,1.50%,1.91%,USD 5935.00,1000,100,,,,0
PIMCO Income Fund Cl E Acc USD,USD,4,Y,N,N,Y,1.45%,1.45%,USD 70800.00,1000,100,,,,0
PIMCO Income Fund Cl E Inc SGD-H,SGD,4,Y,N,N,Y,1.45%,1.45%,USD 70800.00,1000,100,4.03%,Payout,M,0
PIMCO Income Fund Cl E Inc USD,USD,4,Y,N,N,Y,1.45%,1.45%,USD 70800.00,1000,100,3.97%,Payout,M,0
Fidelity Asia Pacific Multi Asset Growth & Income A-HMDIST(G)-AUD (AUD/USD hedged),AUD,7,Y,N,N,N,1.25%,1.62%,USD 91.00,1000,100,3.65%,Payout,M,0
Fidelity Greater China Multi Asset Growth & Income A-HMDIST(G)-AUD (AUD/USD hedged),AUD,8,Y,N,N,N,1.25%,1.61%,USD 24.00,1000,100,3.52%,Payout,M,0
Fidelity Euro Cash A-EUR,EUR,2,Y,N,N,N,0.40%,0.62%,EUR 529.00,1000,100,,Reinvest,Y,0
Aberdeen Standard SICAV I - Australian Dollar Income Bond A MIncA AUD,AUD,3,Y,N,N,N,0.60%,0.80%,AUD 86.90,1000,100,2.91%,Payout,M,0
Amundi SGD Income Plus AS-C SGD,SGD,2,Y,N,N,Y,0.85%,1.13%,SGD 59.47,1000,100,,,,0
Amundi SGD Income Plus AS-QD SGD,SGD,2,Y,N,N,Y,0.85%,1.13%,SGD 59.47,1000,100,4.21%,Payout,Q,0
Fidelity European Smaller Companies A-ACC-USD (hedged),USD,10,Y,N,N,N,1.50%,1.91%,EUR 1156.00,1000,100,,,,0
United Global Quality Growth Fd Cl Acc SGD-H,SGD,7,Y,N,N,Y,1.50%,1.81%,SGD 851.88,1000,100,,,,0
FTIF - Franklin Biotechnology Discovery A (acc) USD,USD,10,Y,N,N,N,1.00%,1.82%,USD 2150.00,1000,100,,,,0
LionGlobal New Wealth Series - LionGlobal All Seasons Fund (Growth) Cl Acc SGD,SGD,6,Y,N,N,Y,0.25%,0.49%,NUL 44.80,100,100,,,,0
United Asia Pacific Diversified Strategies A SGD,SGD,10,Y,N,N,Y,1.25%,4.05%,SGD 15.05,1000,100,,,,0
United Asia Pacific Diversified Strategies A USD,USD,10,Y,N,N,N,1.75%,4.01%,USD 10.10,1000,100,,,,0
Natixis Harris Associates US Equity RA SGD-H,SGD,8,Y,N,N,N,1.88%,1.95%,USD 428.70,1500,100,,,,0
Blackrock Systematic China A-Share Opportunities A2 SGD-H,SGD,9,Y,N,N,Y,1.50%,1.86%,USD 659.21,1000,100,,,,0
FTIF - Franklin Technology A (acc) USD,USD,10,Y,N,N,N,1.00%,1.81%,USD 8510.00,1000,100,,,,0
FTIF - Templeton Latin America A Acc USD,USD,9,Y,N,N,N,1.40%,2.27%,USD 728.00,1000,100,,,,0
Legg Mason Martin Currie - Asia Pacific Ex Japan Real Income A Mdis SGD Plus,SGD,9,Y,N,N,N,1.50%,2.00%,USD 26.02,1000,100,4.36%,Payout,M,0
Allianz Global Floating Rate Notes Plus Cl AMg Dis H2-SGD,SGD,3,Y,N,N,Y,0.55%,0.58%,USD 333.96,1000,100,2.61%,Payout,M,0
RHB Singapore Income Fund SGD,SGD,7,Y,N,N,N,1.50%,8.33%,SGD 0.72,1000,500,,Payout,Q,0
Infinity Global Stock Index USD,USD,7,Y,N,N,N,0.47%,0.76%,SGD 95.40,1000,100,,,,0
Fidelity ASEAN A-USD,USD,9,Y,N,N,N,1.50%,1.93%,USD 722.00,1000,100,1.65%,Reinvest,Y,0
PIMCO Emerging Markets Corporate Bond Fund Cl E Acc EUR-H,EUR,5,Y,N,N,Y,1.85%,1.85%,USD 240.00,1000,100,,,,0
Fidelity European Dynamic Growth A-EUR,EUR,8,Y,N,N,Y,1.50%,1.90%,EUR 5318.00,1000,100,,Reinvest,Y,0
Fidelity Sustainable Asia Equity SR-ACC-SGD (CPF),SGD,8,N,Y,N,N,1.30%,1.72%,USD 3739.00,1000,100,,,,0
Eastspring Investments - Asian Bond ASDM SGD,SGD,4,Y,N,N,N,1.00%,1.40%,USD 3368.10,1000,100,4.67%,Payout,M,0
Janus Henderson Horizon Euro High Yield Bond A2 EUR,EUR,4,Y,N,N,N,0.75%,1.20%,EUR 658.99,1000,100,,,,0
PIMCO Diversified Income Fund Cl M Inc USD,USD,4,Y,N,N,Y,1.59%,1.59%,USD 18800.00,1000,100,1.93%,Payout,M,0
Blackrock Asian Growth Leaders A2 AUD-H,AUD,8,Y,N,N,Y,1.50%,1.84%,USD 1761.74,1000,100,,,,0
Blackrock Emerging Europe A2 USD,USD,9,Y,N,N,Y,1.75%,2.07%,EUR 617.39,1000,100,,,,0
Blackrock Fixed Income Global Opportunities A8 AUD-H,AUD,4,Y,N,N,Y,1.00%,1.22%,USD 10399.00,1000,100,2.55%,Reinvest,M,0
Blackrock World Gold Fund A2 AUD-H,AUD,10,Y,N,N,Y,1.75%,2.06%,USD 6060.91,1000,100,,,,0
Blackrock World Mining A2 AUD-H,AUD,10,Y,N,N,Y,1.75%,2.07%,USD 5994.96,1000,100,,,,0
Blackrock World Real Estate Securities A6 USD,USD,10,Y,N,N,Y,1.50%,1.85%,USD 145.98,1000,100,2.89%,Reinvest,M,0
United SGD Plus Fund Cl A Dis SGD,SGD,3,Y,N,N,Y,0.90%,1.45%,SGD 63.41,1000,100,4.28%,Payout,M,0
United SGD Plus Fund Cl A Acc USD-H,USD,3,Y,N,N,N,0.90%,1.47%,USD 47.78,1000,100,,,,0
United SGD Plus Fund Cl A Acc SGD,SGD,3,Y,N,N,Y,0.90%,1.47%,SGD 63.41,1000,100,,,,0
Allianz European Equity Dividend Cl AM DIS EUR,EUR,8,Y,N,N,Y,1.50%,1.83%,EUR 1745.64,1000,100,5.08%,Payout,M,0
Natixis Loomis Sayles US Growth Equity RA USD,USD,8,Y,N,N,N,1.70%,1.75%,USD 3621.00,1000,100,,,,0
Natixis Loomis Sayles US Growth Equity RA SGD-H,SGD,8,Y,N,N,N,1.70%,1.75%,USD 3621.00,1500,100,,,,0
Fidelity Global Health Care A-ACC-USD,USD,10,Y,N,N,N,1.50%,1.90%,EUR 1217.00,1000,100,,,,0
Fidelity European Smaller Companies A-EUR,EUR,10,Y,N,N,N,1.50%,1.91%,EUR 1156.00,1000,100,,Reinvest,Y,0
Blackrock Emerging Markets Equity Income A6 GBP-H,GBP,9,Y,N,N,Y,1.50%,1.87%,USD 583.25,1000,100,2.62%,Reinvest,M,0
Franklin Floating Rate A (dis) SGD-H1,SGD,4,Y,N,N,Y,0.53%,1.20%,USD 332.00,1000,100,3.95%,Payout,M,0
Eastspring Investments - Asian Low Volatility Equity Fund ASDM SGD,SGD,8,Y,N,N,N,1.25%,1.75%,USD 1780.40,1000,100,3.66%,Payout,M,0
Eastspring Investments - Asian Low Volatility Equity Fund ASDM SGD-H,SGD,8,Y,N,N,N,1.25%,1.74%,USD 1780.40,1000,100,3.69%,Payout,M,0
Eastspring Investments - Asian Low Volatility Equity Fund ADM USD,USD,8,Y,N,N,N,1.25%,1.75%,USD 1780.40,1000,100,3.71%,Payout,M,0
HGIF - Asia Bond AM3H SGD,SGD,4,Y,N,N,Y,1.10%,1.47%,USD 379.64,1000,100,2.94%,Payout,M,0
HGIF - Global Real Estate Equity AM2 USD,USD,10,Y,N,N,N,1.50%,1.90%,USD 1412.50,1000,100,3.74%,Payout,M,0
Fidelity Global Inflation-linked Bond A-ACC-USD,USD,2,Y,N,N,N,0.50%,0.70%,USD 1756.00,1000,100,,,,0
Aberdeen Standard SICAV I - China A Share Equity A Acc USD,USD,9,Y,N,N,N,1.75%,1.97%,USD 5800.00,1000,100,,,,0
Aberdeen Standard SICAV I - China A Share Equity A Acc SGD-H,SGD,9,Y,N,N,Y,1.75%,2.01%,USD 5800.00,1000,100,,,,0
Fullerton Asia Income Return B USD,USD,6,Y,N,N,N,1.20%,1.55%,USD 95.68,1000,100,24.22%,Payout,M,0
DWS Invest Multi Opportunities LDMH USD,USD,6,Y,N,N,N,1.30%,1.21%,EUR 600.20,1000,100,7.65%,Payout,M,0
Aberdeen Standard SICAV I - Diversified Income A MInc USD,USD,8,Y,N,N,N,1.20%,1.55%,USD 218.90,1000,100,4.53%,Payout,M,0
Aberdeen Standard SICAV I - Diversified Income A MInc SGD-H,SGD,8,Y,N,N,Y,1.20%,1.59%,USD 218.90,1000,100,4.53%,Payout,M,0
Aberdeen Standard SICAV I - North American Smaller Companies Fund A Acc USD,USD,10,Y,N,N,N,1.50%,1.74%,USD 394.80,1000,100,,,,0
